               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  26,             0.06145,            0.025484,            0.021654,             0.94103,             0.10606,             0.18615,            0.064877,            0.084847,            0.019943,            0.037189,            0.007525,            0.007525,            0.007525
                  27,            0.054014,            0.023839,            0.016154,             0.66921,                0.25,             0.22103,            0.086655,            0.083104,            0.020134,            0.034241,            0.007426,            0.007426,            0.007426
                  28,              0.0667,            0.029307,            0.017475,             0.54815,             0.19318,             0.13291,            0.041983,            0.086854,            0.018925,             0.03392,            0.007327,            0.007327,            0.007327
                  29,             0.06732,            0.022887,            0.015428,             0.56514,             0.19318,             0.17193,            0.057302,             0.08602,             0.01865,            0.034177,            0.007228,            0.007228,            0.007228
                  30,             0.06184,            0.023634,             0.01568,             0.81276,             0.19192,             0.21279,            0.088014,            0.081769,            0.019135,            0.034071,            0.007129,            0.007129,            0.007129
                  31,            0.062949,            0.025036,            0.017564,             0.66601,             0.21402,             0.19322,            0.060288,            0.080534,            0.019802,            0.034561,             0.00703,             0.00703,             0.00703
                  32,            0.057819,            0.021059,             0.01349,             0.63132,             0.20455,             0.17043,            0.071558,            0.079445,            0.020153,              0.0336,            0.006931,            0.006931,            0.006931
                  33,            0.061053,            0.020774,            0.019285,             0.63434,                0.25,             0.21872,            0.075283,            0.080148,            0.019676,            0.034598,            0.006832,            0.006832,            0.006832
                  34,            0.049964,            0.021704,             0.01386,             0.68806,             0.23485,             0.21682,            0.070969,            0.080726,            0.019035,            0.036072,            0.006733,            0.006733,            0.006733
                  35,            0.049971,            0.021296,            0.015271,              0.5276,             0.19318,             0.13574,             0.05414,            0.085226,            0.018909,            0.038626,            0.006634,            0.006634,            0.006634
                  36,            0.058521,            0.023643,            0.016167,             0.63002,             0.19318,             0.19305,            0.076035,            0.082164,             0.01918,            0.039432,            0.006535,            0.006535,            0.006535
                  37,            0.059551,            0.022578,            0.013863,              0.5775,             0.20937,             0.19216,            0.070762,             0.08115,            0.019508,            0.038947,            0.006436,            0.006436,            0.006436
                  38,            0.053256,            0.020907,            0.016508,               0.527,             0.19318,             0.18564,            0.077499,            0.082986,            0.018929,            0.038379,            0.006337,            0.006337,            0.006337
                  39,            0.057584,            0.024801,            0.018784,             0.51696,             0.22348,             0.15612,             0.06307,            0.080606,            0.019424,            0.037537,            0.006238,            0.006238,            0.006238
                  40,            0.056795,            0.027246,            0.010792,             0.73982,             0.25283,             0.26016,             0.11504,            0.076838,            0.019688,            0.037454,            0.006139,            0.006139,            0.006139
                  41,            0.054414,            0.026105,            0.011577,             0.61756,             0.29545,             0.20129,             0.08334,            0.080181,            0.018715,            0.038562,             0.00604,             0.00604,             0.00604
                  42,            0.051434,            0.023469,            0.012529,             0.63001,             0.26979,             0.22566,            0.093376,            0.077544,             0.01915,            0.038654,            0.005941,            0.005941,            0.005941
                  43,            0.049843,            0.022659,           0.0096341,              0.6843,             0.26515,              0.2745,             0.12784,            0.075223,            0.019661,            0.038278,            0.005842,            0.005842,            0.005842
                  44,            0.052973,            0.023235,            0.010163,             0.68503,             0.23485,              0.2427,             0.12274,            0.073264,            0.019783,            0.038745,            0.005743,            0.005743,            0.005743
                  45,             0.05386,            0.023443,            0.011451,             0.71302,                0.25,             0.28651,             0.13495,            0.075723,             0.01907,            0.037555,            0.005644,            0.005644,            0.005644
                  46,            0.055225,            0.026276,            0.012453,             0.73601,              0.2675,             0.29564,             0.15524,            0.073623,            0.019146,            0.037958,            0.005545,            0.005545,            0.005545
                  47,            0.054649,             0.02744,            0.010157,             0.68544,              0.2803,             0.27117,             0.12276,             0.07583,            0.018829,            0.037143,            0.005446,            0.005446,            0.005446
                  48,            0.054797,            0.025865,           0.0096619,             0.71292,             0.26515,             0.27367,             0.15795,             0.07416,            0.018917,            0.037097,            0.005347,            0.005347,            0.005347
                  49,            0.051602,            0.023334,           0.0083765,             0.77511,             0.24301,             0.25486,             0.14488,            0.073378,            0.018612,            0.036914,            0.005248,            0.005248,            0.005248
                  50,            0.053008,            0.023475,            0.014045,             0.66799,             0.26515,             0.25022,             0.14874,            0.073809,            0.018497,            0.036873,            0.005149,            0.005149,            0.005149
                  51,            0.048934,             0.02106,             0.01049,             0.66159,             0.22348,             0.26135,             0.15294,            0.073494,            0.018154,            0.036571,             0.00505,             0.00505,             0.00505
                  52,            0.050595,            0.019727,           0.0089347,             0.60006,             0.25924,             0.27523,              0.1413,             0.07335,            0.018082,            0.036571,            0.004951,            0.004951,            0.004951
                  53,            0.051117,            0.024211,            0.012415,             0.80781,               0.214,             0.25775,             0.14593,            0.074679,            0.017879,            0.035921,            0.004852,            0.004852,            0.004852
                  54,            0.041705,            0.020976,           0.0076687,             0.82985,             0.20265,             0.26903,             0.14224,            0.072793,             0.01807,            0.035394,            0.004753,            0.004753,            0.004753
                  55,            0.048756,             0.02524,           0.0078644,             0.74678,              0.1875,             0.25996,             0.13868,            0.073091,             0.01812,            0.033788,            0.004654,            0.004654,            0.004654
                  56,            0.047724,            0.023872,            0.011854,             0.68454,             0.20907,             0.30292,             0.16032,            0.070577,            0.018349,            0.033275,            0.004555,            0.004555,            0.004555
                  57,            0.045209,            0.022606,             0.01041,             0.60287,             0.28373,             0.30035,              0.1653,            0.069386,            0.018517,            0.034113,            0.004456,            0.004456,            0.004456
                  58,            0.042837,            0.018467,            0.010846,             0.67325,             0.30451,             0.31502,             0.16884,             0.06857,            0.018681,            0.033302,            0.004357,            0.004357,            0.004357
                  59,             0.04257,            0.023988,           0.0092634,             0.68096,             0.25947,              0.2793,             0.17594,            0.068141,            0.018715,            0.032433,            0.004258,            0.004258,            0.004258
                  60,            0.046473,            0.021823,           0.0071165,             0.67184,             0.29545,             0.29612,             0.16642,            0.067707,            0.018791,            0.031773,            0.004159,            0.004159,            0.004159
                  61,            0.045782,            0.022475,           0.0083176,             0.67804,              0.2803,             0.28837,              0.1752,              0.0685,            0.018932,            0.031142,             0.00406,             0.00406,             0.00406
                  62,            0.043816,            0.021721,           0.0064191,             0.68649,             0.31629,              0.3218,             0.17746,            0.069106,            0.018524,            0.030913,            0.003961,            0.003961,            0.003961
                  63,            0.046209,            0.022115,           0.0052115,             0.74144,             0.29545,             0.31066,              0.1732,            0.070479,            0.018513,            0.031792,            0.003862,            0.003862,            0.003862
                  64,            0.041775,            0.021532,           0.0065771,             0.88616,                0.25,             0.33217,             0.18956,            0.069349,            0.018372,            0.032263,            0.003763,            0.003763,            0.003763
                  65,             0.04322,            0.021128,             0.00857,             0.89871,             0.26515,              0.3616,             0.18618,            0.068727,            0.018375,            0.031261,            0.003664,            0.003664,            0.003664
                  66,            0.040494,            0.020972,           0.0049382,             0.89816,             0.26957,             0.34938,             0.18498,            0.068429,             0.01825,            0.031187,            0.003565,            0.003565,            0.003565
                  67,            0.038699,            0.018044,           0.0061113,              0.6479,             0.38108,              0.3478,             0.18779,            0.066933,            0.018604,            0.031599,            0.003466,            0.003466,            0.003466
                  68,            0.040284,            0.019378,           0.0075871,             0.65919,             0.36227,             0.31955,             0.18359,            0.067244,            0.018566,             0.03273,            0.003367,            0.003367,            0.003367
                  69,             0.04004,             0.01886,           0.0088175,             0.85429,              0.2717,             0.33245,             0.17298,             0.06819,            0.018669,            0.032689,            0.003268,            0.003268,            0.003268
                  70,            0.038071,            0.020422,           0.0065436,             0.63508,             0.33722,             0.32099,             0.15945,            0.068971,            0.018562,            0.033238,            0.003169,            0.003169,            0.003169
                  71,            0.041267,            0.020024,           0.0064254,             0.72573,             0.28639,             0.31614,             0.17551,             0.06837,            0.018726,            0.034309,             0.00307,             0.00307,             0.00307
                  72,            0.041066,             0.01989,           0.0079882,             0.73021,             0.27462,             0.32659,             0.19547,            0.067705,            0.018551,            0.033536,            0.002971,            0.002971,            0.002971
                  73,            0.041566,            0.020943,           0.0083849,             0.77805,              0.2803,             0.34199,             0.18178,            0.067329,            0.018818,            0.032909,            0.002872,            0.002872,            0.002872
                  74,            0.035031,            0.017119,           0.0071661,             0.77301,             0.23864,             0.29695,              0.1722,            0.067862,             0.01878,            0.032721,            0.002773,            0.002773,            0.002773
                  75,            0.034827,            0.017916,           0.0056114,             0.72545,             0.33339,              0.3425,             0.18804,            0.066809,            0.018841,            0.032973,            0.002674,            0.002674,            0.002674
                  76,            0.039138,            0.018628,            0.005257,             0.77296,             0.33712,             0.35431,             0.19173,             0.06596,            0.019028,            0.032625,            0.002575,            0.002575,            0.002575
                  77,            0.040474,            0.023256,           0.0053319,             0.72951,             0.35227,             0.35064,             0.17752,            0.065467,            0.019268,            0.032542,            0.002476,            0.002476,            0.002476
                  78,            0.041623,             0.02009,           0.0091778,             0.72875,             0.33712,             0.34756,             0.18405,            0.065987,            0.019131,             0.03203,            0.002377,            0.002377,            0.002377
                  79,            0.043718,            0.019091,             0.01103,             0.84504,             0.37237,             0.41668,             0.19336,            0.065502,            0.018974,             0.03197,            0.002278,            0.002278,            0.002278
                  80,            0.039541,            0.020811,           0.0083863,             0.84457,             0.39007,             0.40548,             0.19465,            0.064859,            0.018913,            0.031544,            0.002179,            0.002179,            0.002179
                  81,            0.034174,            0.018186,           0.0044775,             0.79834,             0.36742,             0.41139,             0.20713,            0.064359,            0.018604,            0.031229,             0.00208,             0.00208,             0.00208
                  82,            0.039698,            0.023687,           0.0077916,             0.83079,             0.36255,             0.40108,             0.22122,            0.063856,            0.018459,            0.031522,            0.001981,            0.001981,            0.001981
                  83,            0.041899,            0.020184,           0.0070287,             0.79792,              0.3859,             0.41724,             0.20724,            0.063128,            0.018738,            0.030981,            0.001882,            0.001882,            0.001882
                  84,            0.035068,            0.020598,           0.0052155,             0.75211,             0.40803,             0.41213,              0.2174,            0.062992,            0.018856,            0.030547,            0.001783,            0.001783,            0.001783
                  85,            0.040335,            0.021694,            0.005472,             0.77111,             0.40909,             0.41475,             0.21242,            0.062547,            0.018845,            0.030679,            0.001684,            0.001684,            0.001684
                  86,            0.038377,            0.020598,           0.0080201,             0.76597,             0.39691,             0.40338,             0.21954,            0.062223,            0.018982,            0.030803,            0.001585,            0.001585,            0.001585
                  87,             0.04144,            0.020042,           0.0077367,             0.77716,             0.38377,             0.37513,              0.2086,             0.06293,            0.019222,            0.031348,            0.001486,            0.001486,            0.001486
                  88,            0.036589,            0.021043,           0.0059783,             0.78065,             0.42631,             0.40833,             0.21199,            0.062635,            0.019157,            0.031178,            0.001387,            0.001387,            0.001387
                  89,            0.035997,            0.020886,           0.0067673,             0.78148,             0.40947,             0.38392,             0.20808,            0.062565,            0.019157,            0.031682,            0.001288,            0.001288,            0.001288
                  90,            0.037854,             0.02145,           0.0095235,             0.77678,             0.39394,             0.38912,             0.20817,            0.062315,            0.019188,             0.03187,            0.001189,            0.001189,            0.001189
                  91,            0.036536,             0.02026,            0.008639,             0.74313,             0.39394,             0.38412,             0.20436,            0.061912,            0.019249,             0.03251,             0.00109,             0.00109,             0.00109
                  92,             0.03857,            0.023422,           0.0082699,             0.77286,             0.36358,             0.37918,             0.20902,            0.061966,            0.019207,            0.032753,            0.000991,            0.000991,            0.000991
                  93,            0.036614,            0.019679,           0.0053456,             0.80635,             0.33144,             0.37052,             0.20506,            0.062338,            0.019043,            0.032689,            0.000892,            0.000892,            0.000892
                  94,            0.039632,            0.017561,           0.0084503,              0.7614,             0.42625,             0.39007,             0.20628,            0.062146,            0.018993,            0.032433,            0.000793,            0.000793,            0.000793
                  95,            0.034109,            0.019297,           0.0060111,             0.79358,             0.38826,             0.39636,             0.21174,            0.062663,            0.018829,            0.032309,            0.000694,            0.000694,            0.000694
                  96,            0.036894,            0.017345,           0.0069009,             0.80351,             0.39919,             0.39972,             0.21206,             0.06299,            0.018639,            0.032661,            0.000595,            0.000595,            0.000595
                  97,            0.033108,            0.019417,           0.0055807,             0.78873,             0.40909,             0.40375,             0.20965,            0.063203,            0.018646,             0.03311,            0.000496,            0.000496,            0.000496
                  98,            0.032474,            0.020432,           0.0040267,             0.79351,             0.40909,              0.4064,                0.21,             0.06334,            0.018593,            0.033545,            0.000397,            0.000397,            0.000397
                  99,            0.031054,            0.017079,            0.004764,             0.79328,             0.40909,             0.40365,             0.21241,            0.063483,            0.018452,            0.033865,            0.000298,            0.000298,            0.000298
