               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  48,            0.060181,            0.025535,           0.0090576,             0.78651,             0.23864,             0.29504,             0.14435,              0.0809,            0.017307,            0.033174,            0.008449,            0.008449,            0.008449
                  49,            0.051729,            0.023479,           0.0092986,             0.94153,             0.19019,             0.26727,             0.13596,            0.081962,            0.017414,            0.033398,            0.008416,            0.008416,            0.008416
                  50,            0.054118,            0.022787,            0.013702,             0.65803,             0.22917,             0.25953,             0.15159,            0.078483,            0.017811,            0.034836,            0.008383,            0.008383,            0.008383
                  51,            0.047696,            0.021075,           0.0081213,             0.55535,             0.39321,             0.25524,             0.13525,            0.073715,            0.018623,             0.03512,             0.00835,             0.00835,             0.00835
                  52,            0.055707,            0.020063,            0.011688,             0.64123,              0.4053,              0.2748,             0.12954,             0.07241,            0.018738,             0.03576,            0.008317,            0.008317,            0.008317
                  53,             0.05235,            0.024276,            0.012851,             0.71912,             0.26307,             0.25264,             0.14089,            0.071963,            0.019051,            0.033646,            0.008284,            0.008284,            0.008284
                  54,            0.040648,            0.020985,            0.007652,             0.64183,             0.35795,             0.28286,             0.14474,            0.071181,            0.019176,            0.031705,            0.008251,            0.008251,            0.008251
                  55,            0.050718,            0.024775,            0.007432,             0.65496,             0.39962,             0.33605,             0.15272,            0.067672,             0.01963,            0.030519,            0.008218,            0.008218,            0.008218
                  56,            0.050755,            0.023364,             0.01068,             0.59461,             0.42045,             0.31207,             0.16073,             0.06556,            0.019329,            0.029988,            0.008185,            0.008185,            0.008185
                  57,            0.048783,            0.022278,            0.012068,             0.58214,             0.44129,             0.30484,             0.17748,            0.064392,            0.019402,            0.032025,            0.008152,            0.008152,            0.008152
                  58,            0.043462,            0.018864,           0.0075351,             0.78594,             0.29578,             0.36873,             0.18897,            0.065189,            0.019344,            0.031984,            0.008119,            0.008119,            0.008119
                  59,            0.043182,             0.02439,           0.0081706,             0.69735,             0.32197,             0.34449,             0.14992,            0.066406,            0.019028,            0.031078,            0.008086,            0.008086,            0.008086
                  60,            0.048675,            0.021656,           0.0074967,              0.6709,              0.2803,             0.28741,             0.13106,            0.068253,            0.018379,            0.029897,            0.008053,            0.008053,            0.008053
                  61,            0.048065,             0.02213,           0.0069346,             0.72005,              0.2803,             0.29833,             0.14965,            0.068128,            0.018543,             0.02872,             0.00802,             0.00802,             0.00802
                  62,            0.045449,            0.020741,           0.0075573,              0.6874,             0.35441,             0.32354,             0.12695,             0.07055,            0.018181,            0.029549,            0.007987,            0.007987,            0.007987
                  63,            0.047589,            0.022618,           0.0059662,              0.7345,             0.23485,             0.29797,             0.15408,            0.070249,            0.018066,            0.031142,            0.007954,            0.007954,            0.007954
                  64,            0.047215,             0.02134,           0.0068568,             0.75328,              0.2803,             0.32866,             0.17141,             0.07046,             0.01771,            0.028725,            0.007921,            0.007921,            0.007921
                  65,            0.052128,            0.020014,           0.0065515,             0.68787,             0.22917,             0.28274,             0.15378,             0.07297,            0.017065,             0.02829,            0.007888,            0.007888,            0.007888
                  66,            0.042401,            0.020743,           0.0068492,             0.63564,             0.28398,             0.29647,             0.17945,            0.071308,             0.01704,            0.027502,            0.007855,            0.007855,            0.007855
                  67,            0.041923,            0.017911,           0.0076085,             0.72406,             0.29812,             0.32161,             0.17927,            0.071415,            0.017639,            0.035651,            0.007822,            0.007822,            0.007822
                  68,            0.045675,            0.019043,           0.0086573,             0.66043,             0.32084,             0.30572,              0.1695,            0.072032,            0.017324,            0.033128,            0.007789,            0.007789,            0.007789
                  69,            0.044414,            0.018459,           0.0077878,             0.67137,             0.31968,             0.32672,             0.18167,            0.068847,            0.017981,            0.031407,            0.007756,            0.007756,            0.007756
                  70,            0.043367,            0.020812,           0.0061952,             0.65162,              0.3626,             0.31496,             0.17447,            0.069862,            0.017927,            0.031398,            0.007723,            0.007723,            0.007723
                  71,            0.044687,            0.020394,           0.0072679,              0.7604,             0.20833,             0.26267,             0.14351,            0.071572,            0.018265,            0.033943,             0.00769,             0.00769,             0.00769
                  72,            0.047642,             0.01952,           0.0067845,             0.61377,             0.27022,             0.29321,             0.14761,            0.073395,            0.017597,            0.034383,            0.007657,            0.007657,            0.007657
                  73,            0.050556,            0.020106,           0.0066901,             0.77583,             0.35054,             0.37839,             0.21517,            0.069875,            0.017788,            0.033243,            0.007624,            0.007624,            0.007624
                  74,            0.038737,            0.017205,           0.0075118,             0.77511,             0.28598,             0.32098,             0.20389,            0.070052,            0.017864,            0.032158,            0.007591,            0.007591,            0.007591
                  75,            0.040346,            0.018017,           0.0059351,             0.80761,             0.32907,             0.37322,             0.17158,            0.070937,            0.018238,            0.031462,            0.007558,            0.007558,            0.007558
                  76,            0.041745,            0.018798,           0.0043739,             0.71771,             0.34848,             0.36013,             0.17544,            0.068586,             0.01807,            0.031229,            0.007525,            0.007525,            0.007525
                  77,            0.044164,            0.022626,           0.0052875,             0.73805,             0.35795,             0.34312,             0.18876,            0.069379,             0.01755,            0.034396,            0.007492,            0.007492,            0.007492
                  78,            0.046904,             0.01938,           0.0085708,             0.74098,             0.29189,              0.3258,             0.17713,            0.069317,            0.017685,            0.033879,            0.007459,            0.007459,            0.007459
                  79,            0.049584,            0.018263,            0.010635,             0.79736,             0.34663,             0.38217,             0.18976,            0.066932,            0.017904,             0.02774,            0.007426,            0.007426,            0.007426
                  80,             0.04356,            0.020441,           0.0098405,             0.62396,             0.35795,             0.30002,             0.15529,            0.067603,            0.018972,            0.025255,            0.007393,            0.007393,            0.007393
                  81,            0.040908,            0.018081,           0.0049595,              0.7787,             0.37879,             0.39696,             0.20331,            0.067006,            0.018625,            0.024646,             0.00736,             0.00736,             0.00736
                  82,            0.045649,            0.023402,           0.0074704,             0.76612,             0.36364,              0.3662,             0.20604,            0.066648,            0.018551,            0.024445,            0.007327,            0.007327,            0.007327
                  83,            0.043375,            0.020227,           0.0076704,             0.65952,             0.28598,             0.28397,             0.16648,            0.068641,            0.018314,            0.025584,            0.007294,            0.007294,            0.007294
                  84,            0.042512,            0.020273,           0.0052522,             0.65181,             0.28598,             0.26648,             0.13585,            0.068786,            0.019112,            0.026427,            0.007261,            0.007261,            0.007261
                  85,            0.046019,            0.022251,           0.0069945,             0.67971,             0.27083,             0.27398,             0.14073,            0.070571,            0.019768,            0.027118,            0.007228,            0.007228,            0.007228
                  86,            0.041323,            0.021198,           0.0083387,             0.74226,             0.26515,             0.28313,             0.13249,            0.070406,            0.020138,            0.027118,            0.007195,            0.007195,            0.007195
                  87,            0.043697,            0.020731,           0.0074318,             0.75982,             0.30682,             0.33256,             0.16692,              0.0671,            0.020256,            0.025117,            0.007162,            0.007162,            0.007162
                  88,            0.040311,            0.020387,            0.005464,             0.73825,             0.34694,             0.34126,             0.17266,            0.067929,            0.019499,            0.026917,            0.007129,            0.007129,            0.007129
                  89,            0.042657,            0.020799,           0.0071692,             0.81467,             0.36329,             0.37303,             0.17159,            0.068634,            0.018631,            0.027022,            0.007096,            0.007096,            0.007096
                  90,            0.039607,            0.021764,           0.0093383,             0.77387,             0.35937,             0.35347,             0.17398,            0.069883,            0.017727,            0.028198,            0.007063,            0.007063,            0.007063
                  91,            0.040475,            0.019755,            0.010512,             0.74767,              0.4053,             0.36223,             0.20995,            0.068169,            0.017891,            0.031549,             0.00703,             0.00703,             0.00703
                  92,            0.042937,             0.02217,           0.0090747,             0.79199,              0.4053,             0.38082,             0.19344,            0.067347,            0.017681,             0.03485,            0.006997,            0.006997,            0.006997
                  93,            0.041048,            0.020396,           0.0066883,             0.73847,              0.4053,             0.36288,             0.20464,            0.065734,            0.017576,            0.035934,            0.006964,            0.006964,            0.006964
                  94,            0.042805,            0.017305,             0.01144,             0.70122,             0.46756,             0.38859,             0.22385,            0.065329,            0.017111,            0.033746,            0.006931,            0.006931,            0.006931
                  95,             0.03817,            0.019668,           0.0053258,             0.74391,             0.33965,              0.3526,             0.17524,            0.071344,             0.01726,            0.032414,            0.006898,            0.006898,            0.006898
                  96,            0.043057,            0.017462,           0.0064692,             0.64518,             0.42992,             0.36987,             0.17485,            0.072591,            0.016764,            0.032382,            0.006865,            0.006865,            0.006865
                  97,            0.039181,            0.019089,           0.0057947,             0.75953,             0.40649,             0.38464,              0.2032,            0.070902,            0.016596,            0.031609,            0.006832,            0.006832,            0.006832
                  98,            0.037261,            0.021204,            0.004564,             0.75983,             0.42202,             0.38869,             0.19114,            0.070466,            0.016909,            0.030959,            0.006799,            0.006799,            0.006799
                  99,            0.033894,            0.016797,           0.0048133,             0.69293,             0.34227,             0.35846,             0.19772,            0.067553,            0.018351,            0.027493,            0.006766,            0.006766,            0.006766
                 100,            0.041842,            0.019908,           0.0087783,             0.75491,             0.34831,             0.36831,             0.20511,            0.067381,            0.018963,            0.027612,            0.006733,            0.006733,            0.006733
                 101,            0.038281,            0.017696,           0.0053172,             0.77997,              0.3314,             0.37354,             0.19838,            0.067883,            0.019203,            0.026564,              0.0067,              0.0067,              0.0067
                 102,            0.038835,            0.020855,           0.0071292,             0.67998,             0.33144,              0.3334,             0.19857,             0.06686,            0.019382,            0.025877,            0.006667,            0.006667,            0.006667
                 103,            0.038239,            0.020752,            0.006883,             0.72873,             0.33144,             0.32429,             0.20172,            0.069838,            0.018845,            0.025992,            0.006634,            0.006634,            0.006634
                 104,            0.038801,            0.020282,           0.0035253,              0.6237,             0.33986,              0.3134,             0.17987,             0.06996,            0.019115,            0.025845,            0.006601,            0.006601,            0.006601
                 105,             0.04081,            0.020154,           0.0081915,             0.70293,             0.32184,             0.31474,             0.18559,            0.067236,            0.019508,            0.026157,            0.006568,            0.006568,            0.006568
                 106,            0.036904,            0.020099,            0.007915,             0.73184,             0.37311,             0.33146,             0.17769,            0.068824,            0.019394,            0.025951,            0.006535,            0.006535,            0.006535
                 107,             0.03598,            0.017827,           0.0069172,             0.66153,             0.33144,             0.31218,               0.184,            0.069358,            0.018929,            0.026646,            0.006502,            0.006502,            0.006502
                 108,            0.039246,            0.020728,           0.0048046,             0.73955,             0.33144,             0.35612,             0.19311,            0.069977,            0.018742,            0.026083,            0.006469,            0.006469,            0.006469
                 109,            0.039606,            0.022582,           0.0034288,             0.72216,             0.32576,             0.33741,             0.20274,            0.067741,            0.019058,            0.026811,            0.006436,            0.006436,            0.006436
                 110,            0.039154,            0.017322,           0.0042723,             0.73238,             0.32576,             0.36297,             0.21419,            0.067694,            0.019089,            0.027269,            0.006403,            0.006403,            0.006403
                 111,            0.039358,            0.019636,           0.0064295,             0.72929,             0.35795,             0.35453,              0.1844,            0.068525,             0.01931,            0.026738,             0.00637,             0.00637,             0.00637
                 112,            0.041538,            0.019383,           0.0046665,             0.65538,             0.30114,             0.33578,             0.17017,            0.069437,            0.018661,             0.02829,            0.006337,            0.006337,            0.006337
                 113,            0.033486,            0.017455,           0.0037415,             0.74067,             0.41477,             0.37235,             0.19635,            0.069003,            0.018147,            0.028908,            0.006304,            0.006304,            0.006304
                 114,            0.040727,             0.01848,           0.0081667,             0.71344,               0.423,              0.3738,             0.19855,            0.068066,            0.018156,            0.031384,            0.006271,            0.006271,            0.006271
                 115,             0.03295,            0.014853,           0.0032201,             0.77649,             0.38572,             0.37346,               0.203,            0.068505,            0.018332,            0.030716,            0.006238,            0.006238,            0.006238
                 116,             0.03946,            0.016027,           0.0054735,             0.70245,             0.38258,              0.3766,             0.19963,            0.068747,            0.018009,            0.030441,            0.006205,            0.006205,            0.006205
                 117,            0.039698,            0.018405,           0.0044462,             0.72909,             0.31642,             0.34087,             0.17941,            0.067801,            0.018522,            0.029636,            0.006172,            0.006172,            0.006172
                 118,            0.041291,            0.016332,           0.0066719,             0.77549,             0.36742,             0.35952,             0.18921,            0.066382,            0.018587,            0.030579,            0.006139,            0.006139,            0.006139
                 119,            0.040582,            0.017919,           0.0046454,             0.74843,             0.37311,             0.34502,             0.16667,            0.069697,            0.018234,            0.029823,            0.006106,            0.006106,            0.006106
                 120,            0.040672,            0.017982,            0.009457,             0.73025,             0.37311,             0.34626,             0.19968,            0.067778,            0.017941,            0.032053,            0.006073,            0.006073,            0.006073
                 121,            0.040477,            0.018169,           0.0063099,              0.7332,             0.39394,             0.36011,             0.18554,            0.066166,             0.01825,            0.033838,             0.00604,             0.00604,             0.00604
                 122,            0.037486,            0.020243,           0.0058137,             0.75093,             0.37271,             0.33517,             0.17876,            0.065249,            0.018444,            0.033582,            0.006007,            0.006007,            0.006007
                 123,            0.032916,            0.017159,           0.0056116,             0.74609,             0.38929,             0.30756,             0.14804,            0.068265,             0.01918,            0.035028,            0.005974,            0.005974,            0.005974
                 124,            0.037026,            0.018193,           0.0047174,             0.81961,             0.35795,              0.3598,             0.15851,            0.068079,            0.018913,            0.031567,            0.005941,            0.005941,            0.005941
                 125,            0.032767,            0.015429,           0.0032969,             0.77195,             0.36364,             0.34159,             0.16748,            0.068684,            0.018963,            0.031984,            0.005908,            0.005908,            0.005908
                 126,            0.036405,            0.015307,           0.0059551,             0.82261,             0.35795,             0.36955,             0.15817,            0.068437,            0.018909,             0.03089,            0.005875,            0.005875,            0.005875
                 127,             0.03457,            0.016891,           0.0047746,             0.76618,             0.37943,             0.36239,             0.20386,            0.065398,            0.019009,            0.029329,            0.005842,            0.005842,            0.005842
                 128,            0.036125,            0.016876,           0.0046139,             0.86344,             0.35795,             0.43208,             0.24785,            0.063932,            0.018326,            0.029233,            0.005809,            0.005809,            0.005809
                 129,            0.037465,            0.021645,           0.0046618,             0.83188,              0.3727,             0.42917,             0.22156,            0.064108,            0.018642,            0.028807,            0.005776,            0.005776,            0.005776
                 130,            0.035677,            0.023035,            0.004527,             0.75158,             0.42403,             0.41183,             0.23535,            0.064031,            0.018982,            0.027773,            0.005743,            0.005743,            0.005743
                 131,             0.03527,             0.01865,           0.0062204,             0.71511,             0.39575,             0.37768,             0.19347,            0.065494,            0.019844,            0.026353,             0.00571,             0.00571,             0.00571
                 132,            0.033643,            0.018406,           0.0041469,             0.79957,             0.32197,             0.35854,             0.18627,            0.065677,            0.020233,            0.025383,            0.005677,            0.005677,            0.005677
                 133,            0.035576,            0.016018,           0.0037909,             0.78606,             0.35795,             0.36053,             0.18272,            0.066243,            0.020046,            0.026152,            0.005644,            0.005644,            0.005644
                 134,            0.035276,             0.01858,           0.0045952,             0.84949,             0.37879,             0.39873,             0.20537,            0.065148,            0.020302,            0.026509,            0.005611,            0.005611,            0.005611
                 135,            0.033697,            0.014853,             0.00391,             0.79993,             0.37879,             0.40069,             0.22174,            0.066098,            0.019989,            0.028445,            0.005578,            0.005578,            0.005578
                 136,            0.036751,            0.016991,            0.004922,             0.82142,             0.38318,             0.40597,             0.21309,            0.066545,            0.019844,            0.028546,            0.005545,            0.005545,            0.005545
                 137,            0.035854,             0.01518,           0.0042012,             0.82764,             0.37818,             0.41126,             0.23017,             0.06504,            0.019199,            0.031224,            0.005512,            0.005512,            0.005512
                 138,            0.032374,            0.015995,           0.0035501,              0.8459,             0.37303,             0.41188,             0.22763,            0.065558,            0.019058,            0.032835,            0.005479,            0.005479,            0.005479
                 139,            0.032956,            0.015794,           0.0042688,             0.84579,             0.37311,             0.40898,             0.24753,            0.066099,            0.019138,            0.032318,            0.005446,            0.005446,            0.005446
                 140,            0.036387,             0.02159,           0.0048112,             0.70735,             0.39974,             0.38133,             0.22525,            0.065704,            0.018898,             0.03214,            0.005413,            0.005413,            0.005413
                 141,            0.032127,            0.015357,           0.0040284,             0.78934,             0.40424,             0.41599,             0.24923,            0.066103,            0.018728,             0.03241,             0.00538,             0.00538,             0.00538
